,id,breed,intake_month,color,age_upon_intake_(years),time_in_shelter_days,intake_type_euthanasia_request,intake_type_owner_surrender,intake_type_public_assist,intake_type_stray,intake_weekday_friday,intake_weekday_monday,intake_weekday_saturday,intake_weekday_sunday,intake_weekday_thursday,intake_weekday_tuesday,intake_weekday_wednesday,intake_condition_aged,intake_condition_feral,intake_condition_injured,intake_condition_normal,intake_condition_nursing,intake_condition_other,intake_condition_pregnant,intake_condition_sick,sex_female,sex_male,sex_unknown,reproductive_state_intake_intact,reproductive_state_intake_sterile,reproductive_state_intake_unknown,reproductive_state_outcome_intact,reproductive_state_outcome_sterile,reproductive_state_outcome_unknown
805,A532505,domestic shorthair mix,11,brown tabby,6.0,6.022916666666667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
817,A533628,domestic shorthair mix,2,brown tabby,8.0,21.915972222222223,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
819,A533795,domestic shorthair,2,torbie,7.0,14.872916666666669,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
842,A535492,domestic shorthair mix,2,brown tabby,9.0,28.038888888888888,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
845,A535897,domestic shorthair,10,black/white,7.0,5.180555555555555,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
860,A538092,domestic longhair mix,4,orange tabby/white,10.0,0.0472222222222222,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
864,A538370,domestic shorthair mix,3,blue,7.0,25.88125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
865,A538370,domestic shorthair mix,2,blue,7.0,19.178472222222226,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
870,A538702,domestic shorthair,7,orange tabby,7.0,66.1125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
871,A538855,domestic shorthair mix,11,calico,14.0,1.1701388888888888,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
872,A538907,domestic shorthair mix,11,white/orange tabby,5.0,12.895138888888887,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
879,A540171,domestic shorthair,8,black,6.0,0.0041666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
880,A540225,domestic shorthair mix,9,orange tabby/white,9.0,8.952777777777778,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
885,A541057,domestic shorthair mix,9,white/blue,5.0,1.0173611111111112,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
890,A541994,american shorthair mix,6,white,6.0,9.469444444444443,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
891,A542025,american shorthair mix,9,chocolate point,9.0,22.01527777777778,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
892,A542056,siamese mix,10,calico point,5.0,5.948611111111112,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
897,A542708,domestic shorthair mix,10,orange tabby,6.0,59.08125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
898,A542712,domestic shorthair mix,11,torbie,4.0,5.940277777777778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
899,A543040,domestic longhair mix,6,brown tabby/white,8.0,8.105555555555556,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
900,A543040,domestic longhair mix,6,brown tabby/white,8.0,7.2125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
907,A543377,domestic shorthair,2,calico,5.0,240.9055555555556,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
915,A544559,domestic longhair mix,4,black/white,8.0,5.233333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
923,A545301,maine coon,8,torbie,8.0,19.18611111111111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
925,A545407,domestic shorthair mix,7,orange tabby,8.0,1.0458333333333334,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
930,A545749,domestic shorthair mix,6,black/white,6.0,12.159027777777778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
932,A545780,domestic shorthair mix,12,orange tabby/white,4.0,4.116666666666666,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
935,A546346,domestic shorthair mix,10,brown tabby/white,6.0,109.13680555555555,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
967,A548770,domestic shorthair mix,11,orange tabby/white,6.0,0.8645833333333334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
973,A549056,domestic shorthair mix,8,brown tabby,10.0,63.165277777777774,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
989,A549697,domestic shorthair mix,9,black/white,5.0,7.134027777777778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
993,A549918,domestic shorthair mix,5,black,4.0,8.088194444444444,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
996,A549989,domestic shorthair mix,10,black/white,4.0,7.209027777777778,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1000,A550644,american shorthair mix,2,lynx point,7.0,0.1326388888888889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1017,A551669,domestic shorthair mix,6,black,7.0,0.06875,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1019,A551845,domestic longhair mix,1,black/white,9.0,25.375694444444445,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1027,A552447,domestic longhair mix,9,blue/white,6.0,48.22500000000001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1028,A552606,domestic shorthair mix,10,silver tabby,5.0,7.117361111111111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1029,A552757,domestic shorthair mix,1,brown tabby,7.0,5.888194444444445,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1034,A552877,domestic shorthair mix,2,calico,8.0,6.946527777777778,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1040,A553905,domestic shorthair mix,10,tortie,7.0,40.09444444444444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1046,A554386,domestic shorthair mix,8,tortie,9.0,24.07013888888889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1049,A554468,domestic shorthair mix,4,black smoke/white,4.0,4.877777777777778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1060,A555265,domestic longhair mix,3,torbie,6.0,5.659722222222223,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1066,A555643,domestic shorthair mix,8,orange tabby,4.0,23.084722222222226,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1073,A556804,domestic shorthair mix,11,black/white,11.0,36.16041666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1078,A557843,domestic shorthair mix,2,blue/white,6.0,248.8736111111111,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1085,A558182,domestic longhair mix,1,black,7.0,14.22638888888889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1092,A558639,domestic shorthair mix,11,calico,9.0,2.009027777777778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1100,A559331,american shorthair mix,10,white/brown tabby,10.0,0.0659722222222222,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1112,A560060,domestic shorthair mix,2,brown tabby,4.0,4.224305555555556,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1113,A560146,domestic shorthair mix,7,blue tabby/white,7.0,31.20694444444445,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1118,A561188,domestic shorthair mix,1,black/white,10.0,3.9409722222222223,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1156,A563400,domestic shorthair mix,2,orange tabby,5.0,2.368055555555556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1157,A563400,domestic shorthair mix,1,orange tabby,5.0,9.94375,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1160,A563536,domestic shorthair mix,1,cream tabby/white,10.0,0.0375,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1162,A563632,domestic longhair mix,11,brown tabby/white,4.0,1.0916666666666666,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1167,A564102,domestic shorthair mix,6,calico,5.0,18.84375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1174,A564751,domestic shorthair mix,12,white/black,5.0,24.96736111111111,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1185,A565096,domestic longhair mix,7,black/white,9.0,1.1034722222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1186,A565096,domestic longhair mix,1,black/white,7.0,10.39236111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1194,A565366,domestic longhair mix,12,torbie,8.0,17.153472222222224,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1198,A565536,domestic longhair mix,11,brown tabby,8.0,42.07986111111112,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1199,A565536,domestic longhair mix,5,brown tabby,7.0,10.2625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1228,A567808,domestic longhair mix,2,black,7.0,3.936111111111111,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1242,A568306,domestic shorthair mix,10,black smoke,9.0,3.084722222222222,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1243,A568438,domestic shorthair mix,2,calico,3.0,30.209027777777777,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1244,A568525,domestic shorthair mix,9,black/white,7.0,23.60138888888889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1245,A568525,domestic shorthair mix,8,black/white,7.0,25.95486111111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1246,A568618,domestic shorthair mix,8,orange tabby,6.0,56.26736111111112,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1268,A570007,domestic shorthair mix,3,brown tabby/white,10.0,0.1027777777777777,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1281,A570186,domestic shorthair mix,9,orange tabby,8.0,8.759027777777778,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1288,A570481,domestic shorthair mix,1,brown tabby,4.0,10.94652777777778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1290,A570664,domestic shorthair mix,6,brown tabby,7.0,4.990972222222222,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1306,A571995,domestic shorthair mix,11,torbie,7.0,33.94166666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1313,A572166,maine coon mix,11,torbie,11.0,140.9326388888889,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1317,A572457,siamese mix,3,lynx point,5.0,11.170833333333334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1330,A573350,domestic shorthair mix,12,brown tabby,4.0,18.0875,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1336,A573797,domestic shorthair mix,11,orange tabby/white,3.0,11.004861111111111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1338,A573920,domestic shorthair mix,10,black,7.0,5.170833333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1339,A574026,domestic shorthair mix,4,white/orange tabby,6.0,255.0625,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1340,A574029,domestic shorthair mix,4,calico,7.0,119.04722222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1345,A574932,domestic shorthair,10,brown tabby,4.0,0.0944444444444444,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1348,A575091,siamese mix,12,lynx point,4.0,0.1604166666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1355,A575322,domestic shorthair mix,7,calico,4.0,18.249305555555555,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1358,A575839,domestic shorthair mix,7,tortie,4.0,9.239583333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1362,A576207,domestic shorthair mix,12,black,4.0,1.9083333333333332,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1367,A576705,siamese mix,10,lynx point,5.0,9.14375,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1370,A576973,domestic shorthair mix,2,brown tabby/white,5.0,0.0840277777777777,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1384,A577832,domestic shorthair mix,5,orange tabby/white,7.0,13.814583333333331,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1385,A577832,domestic shorthair mix,5,orange tabby/white,4.0,4.818055555555556,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1387,A578068,domestic shorthair mix,9,orange tabby,6.0,11.024305555555555,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1389,A578097,siamese mix,12,lynx point,6.0,3.6666666666666665,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1402,A579028,domestic shorthair mix,9,black,6.0,7.023611111111111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1415,A580184,domestic shorthair mix,11,brown tabby,3.0,17.975,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1421,A581189,domestic shorthair mix,11,blue,4.0,4.848611111111111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1422,A581190,siamese mix,11,white,4.0,4.848611111111111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1423,A581317,siamese mix,5,white/lynx point,4.0,10.13888888888889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1424,A581356,domestic shorthair mix,2,black/white,7.0,0.9881944444444444,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1425,A581356,domestic shorthair mix,3,black/white,3.0,2.7722222222222226,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1426,A581356,domestic shorthair mix,12,black/white,3.0,77.22222222222223,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1429,A581522,domestic shorthair mix,6,torbie,6.0,191.0527777777778,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1431,A581850,domestic shorthair mix,1,blue/white,4.0,0.3159722222222222,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1432,A581954,domestic shorthair mix,12,calico,5.0,1.8229166666666667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1438,A582307,domestic shorthair mix,10,black/white,7.0,4.047222222222223,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1439,A582312,domestic shorthair mix,11,torbie,7.0,3.001388888888889,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1440,A582433,domestic longhair mix,3,torbie,7.0,1.0354166666666669,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1441,A582736,domestic shorthair mix,1,brown tabby,7.0,4.955555555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1444,A582945,domestic shorthair mix,11,brown tabby,7.0,39.984027777777776,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1448,A583132,domestic medium hair mix,7,tortie,4.0,2.0125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1476,A584566,domestic shorthair mix,7,blue/white,14.0,1.0527777777777778,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1481,A585131,domestic shorthair mix,6,calico,3.0,2.2125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1482,A585131,domestic shorthair mix,1,calico,3.0,0.0416666666666666,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1483,A585265,siamese mix,3,lynx point,8.0,0.0993055555555555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1490,A585865,maine coon mix,1,brown tabby,8.0,29.916666666666668,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1491,A585930,domestic shorthair mix,5,tortie,9.0,36.1375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1512,A586770,russian blue mix,2,blue,7.0,2.063194444444445,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1514,A586923,domestic shorthair mix,3,black/white,4.0,1.9826388888888888,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1521,A587332,siamese mix,2,tortie point,5.0,1.102777777777778,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1522,A587332,siamese mix,9,tortie point,5.0,26.145138888888887,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1532,A588178,domestic longhair mix,11,black,2.0,8.977777777777778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1536,A588444,domestic shorthair mix,1,brown tabby,4.0,33.97708333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1537,A588540,domestic shorthair mix,11,brown tabby,6.0,1.913888888888889,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1549,A589009,domestic shorthair mix,12,black,4.0,0.13125,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1553,A589224,domestic shorthair mix,3,black,7.0,37.02361111111111,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1576,A590490,domestic shorthair mix,7,brown tabby,5.0,5.811805555555556,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1589,A591058,persian mix,11,black/white,7.0,9.904166666666669,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1594,A591420,domestic longhair mix,1,black,8.0,4.065972222222222,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1595,A591420,domestic longhair mix,10,black,6.0,6.920138888888889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1625,A592707,domestic shorthair mix,12,blue tabby,5.0,2.9000000000000004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1628,A593108,domestic shorthair mix,9,calico,14.0,7.05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1640,A593524,domestic medium hair mix,2,torbie,5.0,1.198611111111111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1655,A594068,domestic shorthair mix,6,orange tabby/white,5.0,12.159027777777778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1660,A594259,domestic shorthair mix,2,black/white,3.0,5.917361111111112,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1663,A594295,domestic shorthair mix,6,black/white,3.0,4.15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1672,A594543,domestic shorthair mix,1,black,2.0,15.942361111111111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1710,A596672,domestic longhair mix,7,brown tabby/white,7.0,1.957638888888889,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1711,A596753,domestic shorthair mix,2,black/white,4.0,8.236805555555556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1712,A596885,domestic shorthair mix,9,blue/white,12.0,3.9583333333333335,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1727,A597417,domestic shorthair,6,black/white,5.0,5.088888888888889,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1728,A597455,domestic shorthair,1,silver tabby,4.0,0.7104166666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1739,A597848,domestic shorthair,11,orange tabby,5.0,2.932638888888889,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1743,A598169,domestic shorthair mix,6,orange tabby/white,7.0,5.05625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1744,A598169,domestic shorthair mix,3,orange tabby/white,6.0,7.439583333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1746,A598222,domestic shorthair,3,blue,6.0,6.099305555555556,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1751,A598360,domestic shorthair,5,white/blue,7.0,1.113888888888889,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1753,A598437,domestic shorthair,9,brown tabby/white,6.0,19.016666666666666,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1754,A598470,chartreux mix,8,blue,4.0,6.876388888888889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1755,A598531,domestic shorthair,4,black,4.0,33.10625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1757,A598644,siamese,5,seal point,8.0,3.1069444444444443,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
